header_id,line_item_id,line_item_index,record_type,created_at,currency,header_status,product_id,product_name,product_type,transaction_type,billing_type,quantity,unit_amount,discount_amount,tax_amount,total_amount,payment_id,payment_method_id,payment_method,payment_at,refund_amount,subscription_id,subscription_period_started_at,subscription_period_ended_at,subscription_status,customer_id,customer_level,customer_name,customer_company,customer_email,customer_city,customer_country,fee_amount
cea3b580-22ae-4220-97da-446e814d2b40,b15b63e4-f061-4d09-8c1c-5d5383b58eee,4,line_item,2023-12-27 22:58:23,EUR,completed,11,desk,furniture,refund,one-time,5,830.87,88.56,24.78,4090.57,f62d7be8-5abb-4e0c-b874-876cfffeae79,437aad63-7641-44c3-9093-a6177b310a4b,bank_transfer,2024-03-30 17:41:39,75.15,,,,,9590d757-364e-4991-a8bd-48ae9a726001,premium,Michael Hudson,Dunder Mifflin Paper Company,abbottkenneth@example.org,Harrellland,Belarus,1.26
ff362461-d2d0-4131-9ed3-3da9a20129de,01750e6d-44fe-4f8d-b142-8a7c6a6bfd0f,101,header,2022-09-19 12:33:51,EUR,cancelled,32,copier,office equipment,sale,recurring,4,811.11,23.4,44.18,3265.22,,,,,,3cc26b8c-b315-4a44-934e-7dd162cfaa08,2021-12-26 22:27:32,2023-06-22 13:50:33,active,811861d6-4897-48ab-a755-f36ec391477a,basic,Mary Herrera,Dunder Mifflin Paper Company,williamdorsey@example.org,Michaelberg,Korea,15.0
ff362461-d2d0-4131-9ed3-3da9a20129de,519cb939-5794-473c-a14e-ac735458a396,1,line_item,2024-05-04 17:30:11,GBP,pending,35,chair,furniture,refund,invoiceitem,1,714.41,61.73,44.06,696.74,,,,,318.15,,,,,776e5b5f-acc6-43a2-aba1-0fefeedf1792,enterprise,Kevin Webb,Dunder Mifflin Paper Company,pmcclain@example.org,Deanburgh,French Southern Territories,5.52
ff362461-d2d0-4131-9ed3-3da9a20129de,88bf17c6-0d77-4773-95b5-1692f4d6630a,2,line_item,2022-12-18 02:58:02,GBP,pending,51,stationery,office supplies,sale,subscription,4,314.74,55.14,26.47,1230.29,,,,,,f2c45ddc-25e0-4ce8-bc56-b15ba1f3af87,2022-02-25 05:50:18,2022-12-19 20:49:10,inactive,0c294376-5990-48ed-a5e9-6d3eb8f28f92,enterprise,Sandra Gonzalez,Dunder Mifflin Paper Company,dwright@example.org,North Mark,Azerbaijan,10.77
ff362461-d2d0-4131-9ed3-3da9a20129de,886bba62-1bf7-4d47-bfd5-8c7043cc3bdc,3,line_item,2024-06-02 18:47:39,USD,completed,54,paper,office supplies,refund,one-time,9,912.3,49.76,8.44,8169.38,fdf260b4-c834-4d25-baca-1a83561c7910,c430dc39-b2ad-4cda-81d8-cee690cda977,credit_card,2024-06-07 18:11:58,977.69,,,,,1f69a9dd-51c1-4191-a88f-5e84eb374e8b,basic,Richard Cooke,Dunder Mifflin Paper Company,michelle82@example.org,East Michaelton,Portugal,16.11
5754d985-965a-47cc-851c-8545193db43e,37f03cb1-2f39-4c1c-9d7f-ae61ac908391,102,header,2024-05-07 07:21:58,GBP,completed,72,printer,office equipment,sale,recurring,3,962.62,55.4,34.6,2867.06,ed4ee444-0f57-4b68-83c9-1a45b7a13f0f,acb020d0-b2a0-44ad-9d48-c025d533fc93,paypal,2024-06-10 16:27:37,,67c73af6-b4f7-42f2-af27-089fd69583ad,2024-05-06 10:02:25,2024-05-12 19:43:53,inactive,715defe0-4dca-42bc-8c4b-95aac67495af,basic,Eric Wall,Dunder Mifflin Paper Company,mccarthydale@example.com,Lowerystad,Belgium,8.45
5754d985-965a-47cc-851c-8545193db43e,a3bf7cb1-fda7-44b8-b8dc-20852742c061,1,line_item,2024-04-11 03:16:56,GBP,cancelled,98,desk,furniture,refund,one-time,4,658.88,48.54,42.06,2629.04,,,,,1724.66,,,,,6dd449ca-dc63-4f1f-85ef-a44b12f8b353,basic,Cheryl Nunez,Dunder Mifflin Paper Company,robertcontreras@example.net,Johnmouth,Cocos (Keeling) Islands,8.59
5754d985-965a-47cc-851c-8545193db43e,694778df-f2a4-45eb-92f9-6a7d9df11ef9,2,line_item,2023-02-27 18:14:50,GBP,pending,18,desk,furniture,refund,recurring,7,236.39,95.14,16.05,1575.64,,,,,1526.39,9c97f73f-57f9-4016-b98e-3a5fdc0dac5e,2022-10-24 13:15:53,2023-10-05 07:18:05,inactive,0969647a-0fc9-4e73-b7d0-91484aba7a5e,enterprise,Julian Cox,Dunder Mifflin Paper Company,alexandercurtis@example.org,Clarencechester,Jersey,8.7
5754d985-965a-47cc-851c-8545193db43e,cdf9ea6e-74e5-4157-b9e5-16ab6615c337,3,line_item,2022-09-13 17:58:57,GBP,cancelled,81,printer,office equipment,refund,one-time,4,900.39,24.82,26.67,3603.41,,,,,1468.72,,,,,78f0adf8-95af-436e-a371-e2e8efa32f3c,premium,Stephanie Acosta,Dunder Mifflin Paper Company,raymondbrown@example.com,Stephaniehaven,Puerto Rico,4.2
5754d985-965a-47cc-851c-8545193db43e,3cd70f0f-2ac4-4e76-a3e5-a54bb7cf0a38,4,line_item,2024-03-27 17:41:47,USD,completed,55,stationery,office supplies,refund,one-time,8,677.73,62.05,6.6,5366.39,669d4ed4-9039-48ae-8f03-5970575702b9,761f4e3e-3fd0-4ab1-9d07-c752c6bdd916,bank_transfer,2024-05-05 05:31:43,2759.29,,,,,80efae2c-6f00-4c6d-b594-3af0563f3316,enterprise,Jessica Ferguson,Dunder Mifflin Paper Company,kevin36@example.org,Port Brian,Malawi,5.77
5754d985-965a-47cc-851c-8545193db43e,ad03c9ab-7f1b-496b-9fc6-7969b9e91848,5,line_item,2022-12-18 14:44:45,GBP,pending,13,desk,furniture,sale,one-time,3,182.6,11.79,40.02,576.03,,,,,,,,,,caef90b6-4b3f-4012-a82d-529d5fc2ac67,enterprise,Jennifer Schaefer,Dunder Mifflin Paper Company,oclark@example.com,North Michaelshire,Tonga,17.25
5754d985-965a-47cc-851c-8545193db43e,f81d022a-b86b-41b0-9485-2b7e6eb47a52,6,line_item,2023-03-22 16:42:38,GBP,pending,15,paper,office supplies,sale,one-time,5,341.76,34.53,28.58,1702.85,,,,,,,,,,2baba922-eeea-4a10-8b96-114f61fc1d62,basic,Jason Hanna,Dunder Mifflin Paper Company,brad35@example.com,West Shannon,Croatia,5.11
5754d985-965a-47cc-851c-8545193db43e,6906dbb8-3456-4b24-853c-779736db5bf1,7,line_item,2024-03-07 04:13:38,USD,pending,90,chair,furniture,refund,invoiceitem,3,982.63,75.51,9.73,2882.11,,,,,786.35,,,,,a8770680-7278-4422-b29b-efef3d9ceb38,enterprise,Chad Rush,Dunder Mifflin Paper Company,millerchristopher@example.net,Dyerchester,Cambodia,10.49
0365d24d-0c68-4cbf-8434-9dc4642e1495,9a952291-653c-4602-aa02-285573596f6b,103,header,2023-08-29 17:38:06,USD,pending,78,desk,furniture,sale,one-time,9,544.53,52.24,6.64,4855.17,,,,,,,,,,a2008d58-44b2-4ad8-ac3e-65ff45477cc2,premium,Julia Olson,Dunder Mifflin Paper Company,monica96@example.com,Scotttown,Chile,14.55
0365d24d-0c68-4cbf-8434-9dc4642e1495,8fd65813-f4e3-4ff1-beb0-2f27cc6bd695,1,line_item,2023-10-12 00:15:47,USD,pending,85,ink,office supplies,refund,subscription,10,634.59,28.51,43.59,6360.98,,,,,2366.36,bf3204d6-0ec1-4e4b-8764-ec299e0a2890,2023-02-26 14:36:15,2023-12-12 03:14:14,active,c472b231-a5ca-4d19-b3cf-a70b71230a6c,enterprise,Dawn Miller,Dunder Mifflin Paper Company,natalie25@example.net,North Thomasshire,Singapore,16.54
0365d24d-0c68-4cbf-8434-9dc4642e1495,53c2c794-c4d5-48a3-b415-977662621551,2,line_item,2023-11-23 14:35:57,USD,cancelled,88,stationery,office supplies,sale,recurring,9,52.51,84.37,2.73,390.95,,,,,,78712422-ce6c-4659-8a84-99c0d42c5782,2023-09-24 12:32:15,2024-05-24 22:37:24,active,ddc1f443-b89c-4123-9fa6-0b25732f398e,basic,Mr. Mark Gillespie Jr.,Dunder Mifflin Paper Company,hwells@example.org,North Nathan,Denmark,18.07
0365d24d-0c68-4cbf-8434-9dc4642e1495,7a3cccfc-e341-48ba-ab8a-ab9f38247037,3,line_item,2024-05-18 07:25:59,USD,completed,78,ink,office supplies,refund,recurring,8,171.29,19.35,5.23,1356.2,108857d2-bb61-468d-a9ca-94ae5c0b3c4f,3a681c79-5270-4888-acb3-b82745e82858,paypal,2024-06-04 17:10:52,679.84,7028f97a-8614-49d2-96af-3858c517361c,2023-08-28 21:11:57,2024-12-31 02:04:15,inactive,4cad0b22-e211-418e-85b4-ed1ca89b5181,premium,Marcus Price,Dunder Mifflin Paper Company,perrythomas@example.com,Weaverfurt,Lithuania,8.35
0365d24d-0c68-4cbf-8434-9dc4642e1495,ad3743fb-4cb2-41e5-a02c-1c8c125abab2,4,line_item,2022-08-27 01:22:41,EUR,completed,64,ink,office supplies,sale,subscription,8,846.49,37.52,15.53,6749.93,6b9efc7b-56f0-4109-a31a-6fe7c32c3880,8fa5b303-389f-4010-a6bf-2cf61b97ebdd,credit_card,2022-09-25 12:26:34,,cb4faddf-381d-4350-ab5e-643eeb680435,2021-11-12 10:45:49,2022-12-18 07:50:29,active,c21828e6-1173-4667-97e1-bd869eced7f1,enterprise,Gabriel Estrada,Dunder Mifflin Paper Company,zhangkelly@example.com,Paulachester,New Caledonia,18.38
94e1d7d3-8f4a-4358-8925-5f603fd1bd03,a5220863-00ed-481d-b678-ceb3d7c04535,104,header,2024-01-31 06:27:09,GBP,pending,86,chair,furniture,sale,one-time,7,802.38,62.91,19.4,5573.15,,,,,,,,,,1ddff1a3-dae5-4db7-844c-2c1ec26c7b8d,enterprise,Marissa Lewis,Dunder Mifflin Paper Company,kevinpham@example.org,Jonesstad,Grenada,17.58
94e1d7d3-8f4a-4358-8925-5f603fd1bd03,4fc76850-a3df-4261-bd61-8a855f84bfb0,1,line_item,2024-03-15 23:25:52,EUR,cancelled,80,desk,furniture,refund,subscription,9,103.43,61.09,49.1,918.88,,,,,284.96,5475f2d7-cfca-4cfc-8bfe-eca274bb99bf,2023-05-23 01:32:59,2024-04-20 10:40:23,active,94140f97-d7c6-4cba-8e4d-855ad04032d4,basic,Christopher Williamson,Dunder Mifflin Paper Company,nicholas08@example.net,Navarrochester,Mongolia,12.18
94e1d7d3-8f4a-4358-8925-5f603fd1bd03,b0bc16f9-bba2-4a7a-8fea-25f77ab3c85f,2,line_item,2023-02-07 06:12:35,USD,cancelled,53,desk,furniture,sale,recurring,2,772.74,44.31,34.46,1535.63,,,,,,33d3c416-d748-4ad5-90ce-d8efeb0c1816,2022-07-12 09:39:28,2023-02-12 23:38:04,inactive,cd7be43a-f2ee-4135-a3cb-11c9d533c422,premium,Bradley Wallace,Dunder Mifflin Paper Company,jeff82@example.org,Rebeccaport,Malawi,3.77
94e1d7d3-8f4a-4358-8925-5f603fd1bd03,23d46071-0c7b-423b-addd-7d1c6a3328ce,3,line_item,2024-04-16 11:35:33,GBP,completed,79,desk,furniture,sale,recurring,9,18.59,36.76,16.53,147.08,f98f05de-d303-4c74-99bb-04d2bedc381f,aa79f42b-8028-4c21-89ab-bd3daf3ce0c0,paypal,2024-04-18 21:26:30,,5a6d101a-2cb0-4714-9d35-6dce5d290ed1,2023-09-13 14:48:36,2024-05-21 04:41:22,inactive,853f6596-924a-4d1f-a195-e91af83aba60,enterprise,Christopher Bush,Dunder Mifflin Paper Company,kenneth75@example.org,Myersberg,India,6.58
94e1d7d3-8f4a-4358-8925-5f603fd1bd03,a5efc77f-e992-49dc-8280-807e521d66bf,4,line_item,2022-10-10 08:15:01,USD,completed,79,paper,office supplies,sale,invoiceitem,10,835.3,85.29,41.38,8309.09,1712c4ff-3fd0-4556-9d51-05c5581f5def,8a239a8d-7dca-440a-a810-d28ae5de05dd,bank_transfer,2023-02-05 16:07:06,,,,,,1dfdb3d2-d1cb-4230-8949-184ca0ddf11e,enterprise,Brenda Wilson,Dunder Mifflin Paper Company,zjones@example.org,East Stephanieland,Germany,13.26
012ab606-46fa-4620-8359-fd703387427a,19eebd94-52e6-451a-85c0-2de9c4016182,105,header,2023-07-27 23:04:58,USD,pending,62,chair,furniture,refund,recurring,8,812.07,36.99,16.79,6476.36,,,,,3745.18,1cafdf74-a1b0-4279-8112-03efb5b8bdc2,2022-08-14 10:56:23,2024-05-20 14:53:36,active,e77e86fa-b73d-4299-91fa-26c1e44152b7,premium,David Duarte,Dunder Mifflin Paper Company,iwallace@example.net,Port Eric,Gibraltar,2.49
012ab606-46fa-4620-8359-fd703387427a,14a8d78a-df4a-4c8d-89ba-62bae318b501,1,line_item,2023-05-06 09:39:36,USD,pending,90,paper,office supplies,sale,subscription,9,457.37,22.67,44.38,4138.04,,,,,,1174df45-aff2-4891-bf63-521615bf2674,2023-02-17 16:48:58,2024-01-02 08:59:41,inactive,89e29974-e83a-4b0c-b3bc-e2853b92a7a4,premium,Alan Mckee,Dunder Mifflin Paper Company,parkerashley@example.net,Kellyport,Palestinian Territory,6.06
012ab606-46fa-4620-8359-fd703387427a,5004952a-128b-4184-a5be-d83cca748d34,2,line_item,2022-08-29 00:00:35,EUR,cancelled,57,stationery,office supplies,refund,subscription,9,193.12,60.41,45.26,1722.93,,,,,434.34,209d76a4-befd-4030-97ae-7eb63f47a207,2021-10-03 22:35:13,2023-08-16 02:23:25,inactive,53efac87-e26e-4c4d-900b-44137bbdf145,enterprise,Anthony Rogers,Dunder Mifflin Paper Company,bennettcatherine@example.org,North Joshuaberg,Estonia,5.9
012ab606-46fa-4620-8359-fd703387427a,e717a56b-bd00-4104-9754-a6aa1ab4dd4b,3,line_item,2023-03-04 10:56:37,EUR,cancelled,53,stationery,office supplies,refund,subscription,9,783.95,3.54,18.03,7070.04,,,,,4400.0,caaf39bb-0cc5-4733-b93b-de259f3fe7dc,2022-08-24 05:43:01,2023-04-20 03:44:53,active,9e4a0be3-54a0-485a-bb51-9b11d74535b0,basic,Ann Melendez,Dunder Mifflin Paper Company,curtiscooper@example.org,Lake Jasontown,Tonga,3.13
012ab606-46fa-4620-8359-fd703387427a,85d79ecd-95ce-413d-b56d-f3cf63d01650,4,line_item,2022-10-30 12:13:41,GBP,completed,75,copier,office equipment,sale,invoiceitem,6,64.7,12.94,33.9,409.16,5acac678-6b49-4afb-b651-f74c4842ffdd,93841a96-9d74-4b70-b427-c9310a5866ab,credit_card,2023-02-12 06:22:17,,,,,,692036c1-7b5a-460d-affb-51acf08fdadb,enterprise,Jeffrey Hall,Dunder Mifflin Paper Company,keith56@example.net,Martinfurt,Bangladesh,3.74
012ab606-46fa-4620-8359-fd703387427a,b73270c4-df22-4839-87ce-e5ebaee2acd5,5,line_item,2023-11-18 21:22:44,USD,pending,11,chair,furniture,refund,invoiceitem,5,999.64,53.17,20.95,4965.98,,,,,893.57,,,,,cf75e606-efeb-4618-a35b-cdc12a0491d6,enterprise,Joshua Jackson,Dunder Mifflin Paper Company,timothycunningham@example.org,Lake Mary,Austria,7.06
012ab606-46fa-4620-8359-fd703387427a,7e5bb433-b1f8-4a53-b06d-c862dea6b9c7,6,line_item,2022-11-05 03:32:43,USD,completed,50,chair,furniture,refund,subscription,3,728.91,93.71,13.04,2106.06,ebbc5c02-33ac-4aa8-9b65-0fee424531ae,1bea51c3-7b0a-454c-a97a-49a4a770dc34,credit_card,2023-04-29 10:49:20,183.4,232c6070-7411-4547-843a-7096b06bb1c8,2022-04-02 00:44:01,2022-12-13 10:04:20,inactive,c8acf91a-de18-4171-a8c9-48424744c61c,enterprise,Kelly Hurley,Dunder Mifflin Paper Company,bakerroberto@example.org,Pateltown,Azerbaijan,12.22
012ab606-46fa-4620-8359-fd703387427a,d765557a-cc45-4301-a9f7-8eae33700402,7,line_item,2022-08-17 21:40:07,EUR,completed,47,paper,office supplies,refund,invoiceitem,7,668.15,47.93,30.77,4659.89,871a0e88-e859-4870-a328-f027510b8a29,133056f6-e570-4e16-b62b-95ca3d009510,paypal,2024-05-09 15:07:01,4061.33,,,,,633949ec-d76e-41ad-aba7-52a83ed6f0f3,premium,Sierra Smith,Dunder Mifflin Paper Company,anna79@example.com,Karahaven,Brunei Darussalam,11.31
012ab606-46fa-4620-8359-fd703387427a,924f27f1-ddca-495f-8b0d-12227627e931,8,line_item,2022-11-18 00:32:15,EUR,completed,80,chair,furniture,sale,subscription,8,886.25,89.07,37.83,7038.76,a86a2187-40ac-4a06-997c-bcf2a188468b,d1ff6b8f-e6f7-49ea-ab32-efc06b351bb6,bank_transfer,2023-01-25 01:19:44,,a34a1267-2d1c-4154-94e7-9015b9caee32,2022-09-23 21:27:26,2023-03-05 23:36:43,inactive,e457e4ee-0d16-4ee6-8850-2b539cdda33e,enterprise,Billy Calderon,Dunder Mifflin Paper Company,michaelbarnes@example.org,North Nathaniel,South Africa,9.87
c28d304c-bc3b-4111-9834-f6a20c558b2c,dbedb588-64f8-4eed-b234-bbdf0a572d9f,106,header,2023-09-28 17:49:36,EUR,pending,46,printer,office equipment,sale,invoiceitem,3,227.59,42.48,33.07,673.36,,,,,,,,,,19d27025-89c0-4af6-9bea-2cda73ddb607,enterprise,Glenda Buck,Dunder Mifflin Paper Company,bmaldonado@example.org,Port Seth,Christmas Island,18.35
c28d304c-bc3b-4111-9834-f6a20c558b2c,6a0e40cd-0b05-40c5-8ab2-bd0ce78a471f,1,line_item,2024-03-26 00:07:40,EUR,cancelled,5,printer,office equipment,sale,one-time,8,301.25,12.16,22.92,2420.76,,,,,,,,,,becf4fee-ca54-46f8-bdb1-8b7a45ed2e5c,premium,Nicole Hayes,Dunder Mifflin Paper Company,bmyers@example.net,Davidstad,Sri Lanka,6.55
c28d304c-bc3b-4111-9834-f6a20c558b2c,4c8024f8-1bb8-415c-9a97-55ec27b4dc62,2,line_item,2023-11-21 00:10:56,EUR,pending,94,ink,office supplies,sale,one-time,7,505.34,98.15,21.88,3461.11,,,,,,,,,,0ea63cff-0c33-4abc-8fdf-39c22d67b2b2,basic,Timothy Cole,Dunder Mifflin Paper Company,reedkaren@example.org,Richardland,Lebanon,17.88
c28d304c-bc3b-4111-9834-f6a20c558b2c,e8250554-3f4d-4ec3-8391-e6f005cda3ca,3,line_item,2023-02-02 10:58:44,GBP,pending,12,ink,office supplies,sale,recurring,1,408.85,58.12,49.37,400.1,,,,,,06b26f9a-944c-49b6-88ba-73c700b92ced,2022-09-23 17:59:54,2023-12-02 05:39:29,active,ced03b67-5431-4d3e-8712-1045b109d595,basic,Dawn Davis,Dunder Mifflin Paper Company,nicholsonstanley@example.net,Marquezfurt,Mongolia,6.49
c28d304c-bc3b-4111-9834-f6a20c558b2c,769480de-1dc2-4147-b923-a8f19cdb587a,4,line_item,2024-01-28 10:38:21,USD,completed,37,copier,office equipment,refund,invoiceitem,9,156.07,90.0,18.17,1332.8,40b6fb48-f293-491f-b2f6-aa7559aa93f1,b028e588-0b8d-4770-aedb-756e465b08b0,bank_transfer,2024-02-28 06:09:19,1085.78,,,,,61b1f023-a37d-4c6a-8f19-15924b5472a9,basic,Barbara Weber,Dunder Mifflin Paper Company,jonathanthomas@example.net,North Mariahside,Mozambique,17.71
c28d304c-bc3b-4111-9834-f6a20c558b2c,a47f5fba-9010-4ff6-a2c4-52d52dae57fe,5,line_item,2022-06-27 03:13:31,USD,pending,68,desk,furniture,refund,invoiceitem,9,620.13,37.56,12.49,5556.1,,,,,4305.12,,,,,923ac8ac-e0ee-4dd9-9212-78fba429093f,enterprise,Jamie Dyer,Dunder Mifflin Paper Company,tmullins@example.net,South Robertberg,Philippines,5.75
d571cb70-d217-4639-ab84-f1c8ed19a863,04de1ec8-452f-4c69-ab4a-e6a207bfc9f5,107,header,2023-01-22 00:52:19,EUR,pending,97,copier,office equipment,refund,one-time,5,875.19,9.99,6.75,4372.71,,,,,618.64,,,,,33d64413-d40a-4dc3-840a-c7b00f58456d,enterprise,Lindsey Thomas,Dunder Mifflin Paper Company,xglenn@example.com,South Lindaburgh,Saudi Arabia,12.28
d571cb70-d217-4639-ab84-f1c8ed19a863,129fa81e-a205-4b95-b1b8-d5d700d52fb8,1,line_item,2023-08-05 23:35:21,EUR,cancelled,88,stationery,office supplies,refund,one-time,2,966.9,91.44,32.55,1874.91,,,,,1312.84,,,,,a1684c01-d154-4266-a830-7f73b94103e8,premium,Theodore Carter,Dunder Mifflin Paper Company,grantmiguel@example.org,East Vanessa,Timor-Leste,8.06
d571cb70-d217-4639-ab84-f1c8ed19a863,01809a6a-887d-48c5-b18c-f3ed24df7ff1,2,line_item,2024-01-17 13:40:43,EUR,completed,55,paper,office supplies,refund,subscription,10,951.24,20.13,47.21,9539.48,f830b18a-c3f6-4bda-9f5c-274fa0d5fa0d,0a9a35e4-79f2-4021-bfaf-dcbf86eae900,credit_card,2024-02-29 11:11:40,5174.05,20eb2638-cb5b-4e65-a9d1-5f3c6d0e05c5,2023-09-05 04:50:50,2024-02-01 14:08:53,active,9ed00dd5-1eb6-4291-b7a4-82a9589ddb21,basic,Michael Michael,Dunder Mifflin Paper Company,erobinson@example.net,Morsehaven,Australia,18.74
d571cb70-d217-4639-ab84-f1c8ed19a863,f8ca114e-7e2c-4be5-99d6-d03b1b6282ca,3,line_item,2023-08-09 10:47:31,GBP,pending,74,chair,furniture,sale,one-time,5,377.51,43.37,41.75,1885.93,,,,,,,,,,a389cdf0-13ef-444a-93cf-0d4bb1a74310,enterprise,Olivia Barnes,Dunder Mifflin Paper Company,alexa64@example.com,Michaelport,Suriname,10.78
d571cb70-d217-4639-ab84-f1c8ed19a863,578d9ceb-dd0d-404b-8ae1-2abfbf3f10e4,4,line_item,2024-01-13 00:48:25,USD,completed,64,paper,office supplies,refund,recurring,5,687.1,7.65,25.44,3453.29,982fdc7d-8292-4bed-87de-4c140fddd912,10dfca7f-255e-41c8-a52e-7d59bf80d4a1,paypal,2024-01-19 05:23:19,3269.67,126066e3-0dc2-44bf-84c5-35af7a198006,2023-12-30 09:05:00,2024-10-02 06:21:19,active,087aa4ed-31fe-4ec8-b2b1-b6e428f4cff5,enterprise,Robert Bond,Dunder Mifflin Paper Company,wstevens@example.org,Bradytown,French Polynesia,5.99
d571cb70-d217-4639-ab84-f1c8ed19a863,768c5e31-8133-4fe4-b01d-0b1254d66afa,5,line_item,2024-04-04 22:03:30,USD,pending,1,copier,office equipment,sale,invoiceitem,1,292.22,52.35,18.62,258.49,,,,,,,,,,0680ca24-e295-402e-96fc-50072927d0d6,premium,Emma Meadows,Dunder Mifflin Paper Company,wandamedina@example.net,West Jessicamouth,Montenegro,8.95
ca0c59a4-cbe0-41e1-94c9-e1a08bc4ee95,9e70f582-6414-406a-b83c-5eebe24db605,108,header,2022-10-05 15:34:35,USD,completed,16,desk,furniture,refund,invoiceitem,1,210.85,5.24,45.22,250.83,b929c3ef-7c70-49f7-a75c-4a8d5b588c4a,996df9d8-b31a-4944-9ca5-51604e1e07f4,paypal,2023-11-28 21:28:52,68.79,,,,,ac49f733-aed7-4c75-a839-79eda374a92c,basic,James Manning,Dunder Mifflin Paper Company,cindy37@example.net,North Sean,Croatia,14.87
ca0c59a4-cbe0-41e1-94c9-e1a08bc4ee95,2cde09f4-3de6-475d-9906-babb52e99769,1,line_item,2024-05-29 15:51:25,GBP,completed,70,desk,furniture,sale,recurring,10,67.46,43.97,0.13,630.76,f618446a-ff10-4b39-a8de-5ade3ea4f650,ad799d9d-94cd-4400-84cd-0cb5bc30cc70,bank_transfer,2024-06-03 09:55:40,,d577d2a8-aa9e-4a9b-89a9-62c7ad0a4704,2023-08-11 04:46:35,2024-06-02 08:45:12,inactive,4d518269-0119-4b10-b878-c169728276f9,premium,Gina Gaines,Dunder Mifflin Paper Company,matawilliam@example.org,Jayfurt,Denmark,11.47
ca0c59a4-cbe0-41e1-94c9-e1a08bc4ee95,4ca22285-a076-4c63-8ee3-ef11546f6c79,2,line_item,2023-06-24 16:28:25,GBP,pending,26,copier,office equipment,refund,one-time,1,179.35,22.24,21.04,178.15,,,,,163.54,,,,,69c0338e-cb70-402f-b128-1cd9e5e4d5cb,premium,Mr. Douglas Campos,Dunder Mifflin Paper Company,hubbardcory@example.com,South Danielport,El Salvador,6.07
ca0c59a4-cbe0-41e1-94c9-e1a08bc4ee95,5b95c6a3-d30c-4854-a529-85fea6475555,3,line_item,2023-11-08 17:39:24,USD,pending,1,paper,office supplies,sale,one-time,1,43.22,64.64,30.58,9.16,,,,,,,,,,8a4abec2-d68d-4abd-8161-3d2e8c0eb329,basic,Denise Parker,Dunder Mifflin Paper Company,morgan23@example.net,Pierceburgh,Montenegro,10.28
ca0c59a4-cbe0-41e1-94c9-e1a08bc4ee95,220f8b89-eea5-4d70-8e74-ff61c4940d21,4,line_item,2022-09-28 07:23:23,USD,completed,58,stationery,office supplies,sale,invoiceitem,2,467.01,93.15,4.97,845.84,6a36bc9b-06ed-4b4f-9fd8-2aa70ebefd57,a09cefa1-0dd1-406a-8b2d-4d42a5686b26,bank_transfer,2023-11-22 00:37:23,,,,,,4b0cd9b7-ddbd-46ab-b54e-8780ec8a4f3d,basic,Julia Garcia,Dunder Mifflin Paper Company,james71@example.org,Staceystad,Botswana,18.72
ca0c59a4-cbe0-41e1-94c9-e1a08bc4ee95,61be7067-2342-4c6f-9cc3-3234fbbe94a3,5,line_item,2024-02-15 16:49:10,EUR,cancelled,15,printer,office equipment,sale,recurring,2,131.8,16.89,49.42,296.13,,,,,,dba41630-39e0-4f1e-a13b-08c500503dc6,2023-04-21 00:34:45,2024-11-24 22:08:57,active,c75d416a-b5ce-4ae9-bc70-ca5dc3afaa38,premium,Jay Williams,Dunder Mifflin Paper Company,gonzalezchad@example.org,Johnport,Sudan,16.09
ca0c59a4-cbe0-41e1-94c9-e1a08bc4ee95,6bcaceb4-deee-467f-8a9e-f0829bb70e51,6,line_item,2024-04-16 15:22:46,USD,completed,77,stationery,office supplies,sale,invoiceitem,7,350.25,15.87,40.45,2476.33,2acf9f1d-63cd-460f-a26d-486d3399cd69,8f74dd8a-4a3a-49cc-9d0b-b90555470a76,credit_card,2024-06-08 03:21:35,,,,,,10fff9b3-3a39-4da8-a910-1240b7520ad9,basic,Michelle Stafford,Dunder Mifflin Paper Company,ramirezearl@example.net,Glovershire,Slovenia,17.02
ca0c59a4-cbe0-41e1-94c9-e1a08bc4ee95,d56cf80f-4383-4b9b-912c-133031cf08bd,7,line_item,2023-05-29 14:40:38,GBP,cancelled,20,desk,furniture,sale,invoiceitem,3,241.63,72.28,30.09,682.7,,,,,,,,,,f2a81ec3-ebad-4ff8-9be3-686867c14feb,basic,Jeffrey Johnson,Dunder Mifflin Paper Company,paul41@example.org,Lake Samuelmouth,Senegal,9.64
ca0c59a4-cbe0-41e1-94c9-e1a08bc4ee95,54eecb74-d397-497f-bc33-81a89834e268,8,line_item,2023-08-06 16:57:57,USD,pending,51,desk,furniture,refund,one-time,7,927.25,65.17,34.58,6460.16,,,,,3743.46,,,,,c028501f-332f-47ec-af69-a9a7f42eabb9,enterprise,Michael Terry,Dunder Mifflin Paper Company,lopezmonica@example.com,Clarkbury,Tuvalu,3.74
1b0994eb-9c09-4724-a567-1e0863b79f32,67ab7a67-28a1-4b4b-a041-18ab15685a5e,109,header,2022-11-09 19:05:23,GBP,cancelled,47,chair,furniture,sale,subscription,10,577.86,83.97,26.51,5721.14,,,,,,51e19651-3fbf-40b1-a1bd-16dc60b46adb,2021-12-18 19:13:43,2023-06-29 22:58:23,active,f3913377-20ce-470b-ab3c-f2a68f19e03d,enterprise,Lisa Vaughan,Dunder Mifflin Paper Company,danielscolton@example.org,Aprilburgh,Belize,15.59
